S 10 46 20
1
0	0,03490659	0,06981317	0,10471976	0,13962634	0,17453293	0,20943951	0,2443461	0,27925268	0,31415927	0,34906585	0,38397244	0,41887902	0,45378561	0,48869219	0,52359878	0,55850536	0,59341195	0,62831853	0,66322512	0,6981317	0,73303829	0,76794487	0,80285146	0,83775804	0,87266463	0,90757121	0,9424778	0,97738438	1,01229097	1,04719755	1,08210414	1,11701072	1,15191731	1,18682389	1,22173048	1,25663706	1,29154365	1,32645023	1,36135682	1,3962634	1,43116999	1,46607657	1,50098316	1,53588974	1,57079633	
05,00	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	2,1266E-032	7,9114E-032	1,3924E-031	2,3800E-031	3,9186E-031	5,7485E-031	8,3654E-031	1,1562E-030	1,5115E-030	1,9398E-030	2,4663E-030	3,0430E-030	3,6603E-030	4,3549E-030	5,0398E-030	5,6992E-030	6,2986E-030	6,8544E-030	7,4036E-030	7,7088E-030	7,9024E-030	7,9710E-030	TRUE
10,00	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	5,3383E-033	1,1958E-031	5,1497E-031	1,8848E-030	5,9813E-030	1,6726E-029	4,2195E-029	9,7486E-029	2,0868E-028	4,1794E-028	7,8904E-028	1,4133E-027	2,4147E-027	3,9537E-027	6,2281E-027	9,4717E-027	1,3947E-026	1,9937E-026	2,7729E-026	3,7598E-026	4,9789E-026	6,4493E-026	8,1825E-026	1,0182E-025	1,2438E-025	1,4931E-025	1,7631E-025	2,0492E-025	2,3459E-025	2,6468E-025	2,9448E-025	3,2322E-025	3,5012E-025	3,7442E-025	3,9541E-025	4,1245E-025	4,2502E-025	4,3272E-025	4,3531E-025	TRUE
15,00	0,0000E000	0,0000E000	0,0000E000	8,0811E-032	1,1531E-030	9,3705E-030	5,2278E-029	2,2230E-028	7,7249E-028	2,2912E-027	5,9783E-027	1,4033E-026	3,0150E-026	6,0091E-026	1,1224E-025	1,9805E-025	3,3241E-025	5,3389E-025	8,2468E-025	1,2295E-024	1,7745E-024	2,4877E-024	3,3983E-024	4,5325E-024	5,9085E-024	7,5408E-024	9,4458E-024	1,1634E-023	1,4096E-023	1,6800E-023	1,9717E-023	2,2832E-023	2,6126E-023	2,9551E-023	3,3027E-023	3,6470E-023	3,9807E-023	4,2987E-023	4,5970E-023	4,8711E-023	5,1157E-023	5,3250E-023	5,4937E-023	5,6175E-023	5,6930E-023	5,7183E-023	TRUE
20,00	0,0000E000	5,5656E-032	5,7872E-030	1,0458E-028	8,6906E-028	4,5713E-027	1,7768E-026	5,5746E-026	1,4915E-025	3,5274E-025	7,5536E-025	1,4889E-024	2,7338E-024	4,7203E-024	7,7302E-024	1,2102E-023	1,8234E-023	2,6574E-023	3,7558E-023	5,1538E-023	6,8767E-023	8,9493E-023	1,1412E-022	1,4321E-022	1,7713E-022	2,1560E-022	2,5756E-022	3,0176E-022	3,4781E-022	3,9666E-022	4,4979E-022	5,0769E-022	5,6903E-022	6,3077E-022	6,8920E-022	7,4168E-022	7,8766E-022	8,2817E-022	8,6464E-022	8,9796E-022	9,2827E-022	9,5505E-022	9,7737E-022	9,9423E-022	1,0047E-021	1,0083E-021	TRUE
25,00	0,0000E000	2,5617E-029	1,3179E-027	1,4412E-026	8,0367E-026	3,0792E-025	9,2877E-025	2,3708E-024	5,3419E-024	1,0903E-023	2,0502E-023	3,5934E-023	5,9235E-023	9,2560E-023	1,3814E-022	1,9842E-022	2,7633E-022	3,7541E-022	4,9951E-022	6,5171E-022	8,3272E-022	1,0396E-021	1,2663E-021	1,5064E-021	1,7578E-021	2,0262E-021	2,3246E-021	2,6679E-021	3,0643E-021	3,5058E-021	3,9654E-021	4,4022E-021	4,7770E-021	5,0688E-021	5,2790E-021	5,4260E-021	5,5381E-021	5,6433E-021	5,7615E-021	5,9017E-021	6,0612E-021	6,2282E-021	6,3851E-021	6,5132E-021	6,5969E-021	6,6259E-021	TRUE
30,00	0,0000E000	2,8974E-027	6,3958E-026	4,6452E-025	2,0469E-024	6,6354E-024	1,7393E-023	3,8968E-023	7,7375E-023	1,3965E-022	2,3350E-022	3,6721E-022	5,4998E-022	7,9280E-022	1,1092E-021	1,5155E-021	2,0289E-021	2,6636E-021	3,4253E-021	4,3044E-021	5,2735E-021	6,2908E-021	7,3121E-021	8,3080E-021	9,2794E-021	1,0266E-020	1,1350E-020	1,2640E-020	1,4238E-020	1,6193E-020	1,8463E-020	2,0907E-020	2,3322E-020	2,5513E-020	2,7330E-020	2,8667E-020	2,9466E-020	2,9740E-020	2,9575E-020	2,9102E-020	2,8463E-020	2,7783E-020	2,7164E-020	2,6677E-020	2,6368E-020	2,6262E-020	TRUE
35,00	0,0000E000	1,0501E-025	1,6411E-024	8,4929E-024	2,7645E-023	7,0191E-023	1,5242E-022	2,9720E-022	5,3488E-022	9,0327E-022	1,4458E-021	2,2073E-021	3,2271E-021	4,5309E-021	6,1224E-021	7,9783E-021	1,0050E-020	1,2273E-020	1,4585E-020	1,6951E-020	1,9383E-020	2,1960E-020	2,4836E-020	2,8225E-020	3,2360E-020	3,7419E-020	4,3432E-020	5,0224E-020	5,7437E-020	6,4619E-020	7,1342E-020	7,7205E-020	8,1790E-020	8,4701E-020	8,5656E-020	8,4594E-020	8,1749E-020	7,7600E-020	7,2723E-020	6,7670E-020	6,2903E-020	5,8745E-020	5,5401E-020	5,2986E-020	5,1539E-020	5,1058E-020	TRUE
40,00	0,0000E000	1,1493E-024	1,6526E-023	7,7881E-023	2,3560E-022	5,4748E-022	1,0732E-021	1,8673E-021	2,9763E-021	4,4403E-021	6,2994E-021	8,6049E-021	1,1432E-020	1,4889E-020	1,9125E-020	2,4321E-020	3,0661E-020	3,8303E-020	4,7314E-020	5,7623E-020	6,8976E-020	8,0932E-020	9,2905E-020	1,0423E-019	1,1420E-019	1,2215E-019	1,2742E-019	1,2954E-019	1,2826E-019	1,2382E-019	1,1704E-019	1,0938E-019	1,0266E-019	9,8409E-020	9,7779E-020	1,0108E-019	1,0770E-019	1,1619E-019	1,2581E-019	1,3548E-019	1,4460E-019	1,5281E-019	1,5974E-019	1,6502E-019	1,6834E-019	1,6947E-019	TRUE
45,00	0,0000E000	1,1925E-023	8,4791E-023	3,5451E-022	1,0009E-021	2,2779E-021	4,4333E-021	7,6987E-021	1,2249E-020	1,8172E-020	2,5445E-020	3,3926E-020	4,3365E-020	5,3429E-020	6,3751E-020	7,3990E-020	8,3905E-020	9,3432E-020	1,0276E-019	1,1238E-019	1,2309E-019	1,3596E-019	1,5219E-019	1,7289E-019	1,9880E-019	2,2999E-019	2,6585E-019	3,0529E-019	3,4728E-019	3,9117E-019	4,3638E-019	4,8225E-019	5,2786E-019	5,7205E-019	6,1329E-019	6,4974E-019	6,7942E-019	7,0065E-019	7,1262E-019	7,1584E-019	7,1206E-019	7,0383E-019	6,9394E-019	6,8493E-019	6,7874E-019	6,7654E-019	TRUE
50,00	0,0000E000	1,1696E-022	5,8193E-022	1,3882E-021	3,1607E-021	6,2459E-021	1,1265E-020	1,8822E-020	2,9539E-020	4,3978E-020	6,2570E-020	8,5542E-020	1,1285E-019	1,4414E-019	1,7870E-019	2,1550E-019	2,5318E-019	2,9016E-019	3,2469E-019	3,5494E-019	3,7910E-019	3,9556E-019	4,0309E-019	4,0100E-019	3,8948E-019	3,6981E-019	3,4459E-019	3,1789E-019	2,9485E-019	2,8065E-019	2,7854E-019	2,8949E-019	3,1087E-019	3,3946E-019	3,6882E-019	3,9802E-019	4,2671E-019	4,5459E-019	4,8133E-019	5,0651E-019	5,2964E-019	5,5011E-019	5,6718E-019	5,8009E-019	5,8816E-019	5,9091E-019	TRUE
55,00	0,0000E000	7,7438E-022	3,2687E-021	7,0792E-021	1,2378E-020	1,9920E-020	2,9842E-020	4,2701E-020	5,9221E-020	8,0310E-020	1,0702E-019	1,4048E-019	1,8181E-019	2,3197E-019	2,9166E-019	3,6114E-019	4,4013E-019	5,2781E-019	6,2280E-019	7,2328E-019	8,2713E-019	9,3194E-019	1,0351E-018	1,1335E-018	1,2240E-018	1,3027E-018	1,3657E-018	1,4085E-018	1,4265E-018	1,4148E-018	1,3691E-018	1,2866E-018	1,1680E-018	1,0202E-018	8,5798E-019	6,9306E-019	5,2997E-019	3,9807E-019	2,9303E-019	1,9265E-019	1,1326E-019	6,5828E-020	4,5614E-020	3,9378E-020	3,7433E-020	3,6863E-020	TRUE
60,00	0,0000E000	3,3003E-021	1,3296E-020	2,9880E-020	4,8556E-020	7,3025E-020	1,0048E-019	1,2999E-019	1,6074E-019	1,9228E-019	2,2463E-019	2,5835E-019	2,9465E-019	3,3530E-019	3,8260E-019	4,3918E-019	5,0774E-019	5,9068E-019	6,8979E-019	8,0589E-019	9,3868E-019	1,0869E-018	1,2486E-018	1,4221E-018	1,6062E-018	1,7999E-018	2,0028E-018	2,2143E-018	2,4339E-018	2,6610E-018	2,8951E-018	3,1355E-018	3,3806E-018	3,6284E-018	3,8746E-018	4,1132E-018	4,3354E-018	4,5307E-018	4,6903E-018	4,8096E-018	4,8901E-018	4,9366E-018	4,9552E-018	4,9544E-018	4,9462E-018	4,9418E-018	TRUE
65,00	0,0000E000	7,8130E-021	3,7934E-020	8,4420E-020	1,4493E-019	2,1389E-019	2,9414E-019	3,7895E-019	4,6428E-019	5,4611E-019	6,2074E-019	6,8505E-019	7,3676E-019	7,7466E-019	7,9881E-019	8,1074E-019	8,1348E-019	8,1151E-019	8,1057E-019	8,1721E-019	8,3811E-019	8,7914E-019	9,4423E-019	1,0343E-018	1,1466E-018	1,2758E-018	1,4159E-018	1,5629E-018	1,7142E-018	1,8688E-018	2,0261E-018	2,1854E-018	2,3459E-018	2,5072E-018	2,6685E-018	2,8293E-018	2,9889E-018	3,1464E-018	3,3005E-018	3,4493E-018	3,5894E-018	3,7162E-018	3,8241E-018	3,9068E-018	3,9589E-018	3,9767E-018	TRUE
70,00	0,0000E000	1,8428E-020	6,9783E-020	1,7703E-019	3,0974E-019	4,6414E-019	6,4621E-019	8,4562E-019	1,0547E-018	1,2657E-018	1,4706E-018	1,6613E-018	1,8300E-018	1,9695E-018	2,0734E-018	2,1365E-018	2,1552E-018	2,1277E-018	2,0544E-018	1,9384E-018	1,7859E-018	1,6061E-018	1,4116E-018	1,2177E-018	1,0416E-018	8,9992E-019	8,0466E-019	7,5853E-019	7,5557E-019	7,7380E-019	7,9811E-019	8,2257E-019	8,3941E-019	8,4790E-019	8,4767E-019	8,3866E-019	8,2120E-019	7,9609E-019	7,6467E-019	7,2882E-019	6,9096E-019	6,5393E-019	6,2079E-019	5,9451E-019	5,7761E-019	5,7177E-019	TRUE
75,00	0,0000E000	4,2934E-020	1,2572E-019	2,8801E-019	5,0595E-019	7,7649E-019	1,0856E-018	1,4394E-018	1,8235E-018	2,2286E-018	2,6447E-018	3,0612E-018	3,4673E-018	3,8522E-018	4,2048E-018	4,5144E-018	4,7709E-018	4,9643E-018	5,0857E-018	5,1271E-018	5,0817E-018	4,9448E-018	4,7136E-018	4,3887E-018	3,9750E-018	3,4831E-018	2,9315E-018	2,3484E-018	1,7717E-018	1,2460E-018	8,2432E-019	4,9396E-019	2,5744E-019	2,0026E-019	1,8497E-019	1,6781E-019	1,4988E-019	1,3189E-019	1,1417E-019	9,7427E-020	8,2303E-020	6,9323E-020	5,8887E-020	5,1272E-020	4,6645E-020	4,5094E-020	TRUE
80,00	0,0000E000	8,5903E-020	2,3393E-019	4,3686E-019	6,6975E-019	1,0344E-018	1,4603E-018	1,9522E-018	2,4978E-018	3,0883E-018	3,7145E-018	4,3665E-018	5,0342E-018	5,7072E-018	6,3751E-018	7,0272E-018	7,6531E-018	8,2423E-018	8,7844E-018	9,2690E-018	9,6856E-018	1,0024E-017	1,0272E-017	1,0418E-017	1,0451E-017	1,0356E-017	1,0119E-017	9,7236E-018	9,1572E-018	8,4100E-018	7,4852E-018	6,4122E-018	5,2801E-018	4,1988E-018	2,9530E-018	1,6824E-018	1,0084E-018	9,2889E-019	8,0115E-019	6,1845E-019	4,0303E-019	2,0387E-019	7,0719E-020	1,4469E-020	3,0536E-021	2,4779E-021	TRUE
