S 10 46 20
1
0	0,03490659	0,06981317	0,10471976	0,13962634	0,17453293	0,20943951	0,2443461	0,27925268	0,31415927	0,34906585	0,38397244	0,41887902	0,45378561	0,48869219	0,52359878	0,55850536	0,59341195	0,62831853	0,66322512	0,6981317	0,73303829	0,76794487	0,80285146	0,83775804	0,87266463	0,90757121	0,9424778	0,97738438	1,01229097	1,04719755	1,08210414	1,11701072	1,15191731	1,18682389	1,22173048	1,25663706	1,29154365	1,32645023	1,36135682	1,3962634	1,43116999	1,46607657	1,50098316	1,53588974	1,57079633	
05,00	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	
10,00	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	-7,6302E-032	-3,1174E-031	-8,7775E-031	-2,1296E-030	-4,7346E-030	-9,8877E-030	-1,9557E-029	-3,6203E-029	-6,3897E-029	-1,0740E-028	-1,7272E-028	-2,6681E-028	-3,9699E-028	-5,7034E-028	-7,9295E-028	-1,0690E-027	-1,3994E-027	-1,7817E-027	-2,2087E-027	-2,6685E-027	-3,1451E-027	-3,6190E-027	-4,0687E-027	-4,4733E-027	-4,8147E-027	-5,0807E-027	-5,2694E-027	-5,3940E-027	-5,4926E-027	-5,6472E-027	-6,0339E-027	-7,0642E-027	-9,5133E-027	-8,8220E-029	
15,00	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	-2,1286E-031	-1,3260E-030	-5,9519E-030	-2,2342E-029	-7,1590E-029	-2,0168E-028	-5,0957E-028	-1,1728E-027	-2,4908E-027	-4,9309E-027	-9,1743E-027	-1,6155E-026	-2,7075E-026	-4,3398E-026	-6,6802E-026	-9,9095E-026	-1,4207E-025	-1,9739E-025	-2,6637E-025	-3,4975E-025	-4,4764E-025	-5,5930E-025	-6,8297E-025	-8,1599E-025	-9,5498E-025	-1,0956E-024	-1,2331E-024	-1,3626E-024	-1,4796E-024	-1,5803E-024	-1,6621E-024	-1,7246E-024	-1,7703E-024	-1,8067E-024	-1,8481E-024	-1,9214E-024	-2,0761E-024	-2,3928E-024	-2,7395E-024	-1,5692E-026	
20,00	0,0000E000	0,0000E000	0,0000E000	-2,9239E-031	-3,9393E-030	-3,0928E-029	-1,6760E-028	-6,9641E-028	-2,3709E-027	-6,9039E-027	-1,7713E-026	-4,0918E-026	-8,6541E-026	-1,6980E-025	-3,1223E-025	-5,4236E-025	-8,9561E-025	-1,4139E-024	-2,1448E-024	-3,1380E-024	-4,4406E-024	-6,0938E-024	-8,1332E-024	-1,0584E-023	-1,3448E-023	-1,6698E-023	-2,0290E-023	-2,4176E-023	-2,8292E-023	-3,2528E-023	-3,6734E-023	-4,0774E-023	-4,4553E-023	-4,8006E-023	-5,1056E-023	-5,3615E-023	-5,5632E-023	-5,7134E-023	-5,8264E-023	-5,9304E-023	-6,0720E-023	-6,3257E-023	-6,7974E-023	-7,5237E-023	-7,3489E-023	-3,2827E-025	
25,00	0,0000E000	-2,1812E-032	-3,8003E-030	-7,7351E-029	-6,9380E-028	-3,8686E-027	-1,5813E-026	-5,1903E-026	-1,4453E-025	-3,5363E-025	-7,7851E-025	-1,5689E-024	-2,9337E-024	-5,1481E-024	-8,5592E-024	-1,3582E-023	-2,0675E-023	-3,0293E-023	-4,2846E-023	-5,8708E-023	-7,8254E-023	-1,0184E-022	-1,2961E-022	-1,6132E-022	-1,9633E-022	-2,3397E-022	-2,7385E-022	-3,1578E-022	-3,5925E-022	-4,0298E-022	-4,4507E-022	-4,8359E-022	-5,1727E-022	-5,4582E-022	-5,6962E-022	-5,8927E-022	-6,0539E-022	-6,1875E-022	-6,3066E-022	-6,4345E-022	-6,6101E-022	-6,8889E-022	-7,3155E-022	-7,7190E-022	-6,6052E-022	-2,5629E-024	
30,00	0,0000E000	-5,9090E-030	-3,8417E-028	-4,8505E-027	-3,0919E-026	-1,3401E-025	-4,4985E-025	-1,2534E-024	-3,0244E-024	-6,5045E-024	-1,2738E-023	-2,3099E-023	-3,9323E-023	-6,3538E-023	-9,8236E-023	-1,4611E-022	-2,0965E-022	-2,9069E-022	-3,9015E-022	-5,0841E-022	-6,4622E-022	-8,0533E-022	-9,8777E-022	-1,1934E-021	-1,4178E-021	-1,6512E-021	-1,8822E-021	-2,1029E-021	-2,3126E-021	-2,5166E-021	-2,7200E-021	-2,9231E-021	-3,1206E-021	-3,3018E-021	-3,4544E-021	-3,5700E-021	-3,6480E-021	-3,6966E-021	-3,7301E-021	-3,7671E-021	-3,8289E-021	-3,9341E-021	-4,0698E-021	-4,0586E-021	-3,1138E-021	-1,1075E-023	
35,00	0,0000E000	-3,1367E-028	-1,2042E-026	-1,1793E-025	-6,1113E-025	-2,1912E-024	-6,1876E-024	-1,4798E-023	-3,1347E-023	-6,0548E-023	-1,0872E-022	-1,8380E-022	-2,9489E-022	-4,5135E-022	-6,6130E-022	-9,3037E-022	-1,2614E-021	-1,6560E-021	-2,1176E-021	-2,6539E-021	-3,2769E-021	-3,9972E-021	-4,8138E-021	-5,7049E-021	-6,6250E-021	-7,5144E-021	-8,3219E-021	-9,0283E-021	-9,6545E-021	-1,0247E-020	-1,0856E-020	-1,1514E-020	-1,2223E-020	-1,2955E-020	-1,3654E-020	-1,4259E-020	-1,4730E-020	-1,5066E-020	-1,5310E-020	-1,5530E-020	-1,5797E-020	-1,6136E-020	-1,6364E-020	-1,5565E-020	-1,0996E-020	-3,6977E-023	
40,00	0,0000E000	-1,0006E-026	-2,0636E-025	-1,4116E-024	-5,9822E-024	-1,8928E-023	-4,8876E-023	-1,0846E-022	-2,1392E-022	-3,8389E-022	-6,3793E-022	-9,9552E-022	-1,4762E-021	-2,1015E-021	-2,8973E-021	-3,8960E-021	-5,1343E-021	-6,6451E-021	-8,4439E-021	-1,0511E-020	-1,2779E-020	-1,5135E-020	-1,7449E-020	-1,9608E-020	-2,1568E-020	-2,3375E-020	-2,5156E-020	-2,7085E-020	-2,9320E-020	-3,1934E-020	-3,4879E-020	-3,7966E-020	-4,0899E-020	-4,3368E-020	-4,5173E-020	-4,6279E-020	-4,6778E-020	-4,6844E-020	-4,6692E-020	-4,6531E-020	-4,6494E-020	-4,6470E-020	-4,5633E-020	-4,1225E-020	-2,7184E-020	-8,7872E-023	
45,00	0,0000E000	-1,5530E-025	-2,4758E-024	-1,3088E-023	-4,3749E-023	-1,1424E-022	-2,5489E-022	-5,0901E-022	-9,3391E-022	-1,5993E-021	-2,5817E-021	-3,9548E-021	-5,7761E-021	-8,0727E-021	-1,0831E-020	-1,3998E-020	-1,7489E-020	-2,1222E-020	-2,5151E-020	-2,9303E-020	-3,3796E-020	-3,8833E-020	-4,4654E-020	-5,1444E-020	-5,9219E-020	-6,7737E-020	-7,6478E-020	-8,4717E-020	-9,1701E-020	-9,6845E-020	-9,9806E-020	-1,0050E-019	-9,9127E-020	-9,6142E-020	-9,2125E-020	-8,7636E-020	-8,3119E-020	-7,8887E-020	-7,5146E-020	-7,1949E-020	-6,9179E-020	-6,6354E-020	-6,2096E-020	-5,3001E-020	-3,3011E-020	-1,0384E-022	
50,00	0,0000E000	-1,1345E-024	-1,7268E-023	-8,2912E-023	-2,5390E-022	-5,9839E-022	-1,1939E-021	-2,1250E-021	-3,4854E-021	-5,3839E-021	-7,9528E-021	-1,1355E-020	-1,5784E-020	-2,1451E-020	-2,8555E-020	-3,7232E-020	-4,7494E-020	-5,9167E-020	-7,1854E-020	-8,4942E-020	-9,7673E-020	-1,0926E-019	-1,1901E-019	-1,2650E-019	-1,3165E-019	-1,3486E-019	-1,3702E-019	-1,3941E-019	-1,4340E-019	-1,5009E-019	-1,6012E-019	-1,7343E-019	-1,8925E-019	-2,0622E-019	-2,2289E-019	-2,3819E-019	-2,5175E-019	-2,6347E-019	-2,7344E-019	-2,8166E-019	-2,8756E-019	-2,8860E-019	-2,7748E-019	-2,3781E-019	-1,4585E-019	-4,5353E-022	
55,00	0,0000E000	-5,7688E-024	-7,1251E-023	-3,3111E-022	-9,7931E-022	-2,2636E-021	-4,4199E-021	-7,6522E-021	-1,2102E-020	-1,7832E-020	-2,4834E-020	-3,3050E-020	-4,2424E-020	-5,2957E-020	-6,4779E-020	-7,8192E-020	-9,3690E-020	-1,1193E-019	-1,3360E-019	-1,5927E-019	-1,8913E-019	-2,2282E-019	-2,5925E-019	-2,9669E-019	-3,3298E-019	-3,6587E-019	-3,9320E-019	-4,1300E-019	-4,2366E-019	-4,2414E-019	-4,1436E-019	-3,9535E-019	-3,6928E-019	-3,3889E-019	-3,0673E-019	-2,7494E-019	-2,4508E-019	-2,1818E-019	-1,9485E-019	-1,7452E-019	-1,5671E-019	-1,3988E-019	-1,2058E-019	-9,3566E-020	-5,3178E-020	-1,6050E-022	
60,00	0,0000E000	-3,8700E-023	-2,4320E-022	-9,5625E-022	-2,6416E-021	-5,9445E-021	-1,1514E-020	-1,9967E-020	-3,1787E-020	-4,7240E-020	-6,6302E-020	-8,8625E-020	-1,1353E-019	-1,4008E-019	-1,6716E-019	-1,9362E-019	-2,1850E-019	-2,4121E-019	-2,6174E-019	-2,8083E-019	-3,0008E-019	-3,2181E-019	-3,4879E-019	-3,8371E-019	-4,2846E-019	-4,8352E-019	-5,4770E-019	-6,1826E-019	-6,9169E-019	-7,6477E-019	-8,3521E-019	-9,0099E-019	-9,6019E-019	-1,0110E-018	-1,0522E-018	-1,0830E-018	-1,1034E-018	-1,1144E-018	-1,1169E-018	-1,1105E-018	-1,0912E-018	-1,0469E-018	-9,5140E-019	-7,6170E-019	-4,3759E-019	-1,3218E-021	
65,00	0,0000E000	-2,1802E-022	-1,0914E-021	-2,7273E-021	-6,3511E-021	-1,2775E-020	-2,3294E-020	-3,9167E-020	-6,1649E-020	-9,1815E-020	-1,3040E-019	-1,7767E-019	-2,3323E-019	-2,9601E-019	-3,6414E-019	-4,3509E-019	-5,0572E-019	-5,7247E-019	-6,3166E-019	-6,7972E-019	-7,1363E-019	-7,3130E-019	-7,3212E-019	-7,1737E-019	-6,9055E-019	-6,5734E-019	-6,2501E-019	-6,0120E-019	-5,9216E-019	-6,0157E-019	-6,2986E-019	-6,7395E-019	-7,2784E-019	-7,8499E-019	-8,3926E-019	-8,8899E-019	-9,3277E-019	-9,6900E-019	-9,9549E-019	-1,0087E-018	-1,0023E-018	-9,6360E-019	-8,7005E-019	-6,8810E-019	-3,9043E-019	-1,1731E-021	
70,00	0,0000E000	-9,8045E-022	-4,2839E-021	-9,1265E-021	-1,7350E-020	-2,9534E-020	-4,6960E-020	-7,1131E-020	-1,0383E-019	-1,4701E-019	-2,0262E-019	-2,7248E-019	-3,5797E-019	-4,5980E-019	-5,7774E-019	-7,1046E-019	-8,5538E-019	-1,0087E-018	-1,1657E-018	-1,3206E-018	-1,4670E-018	-1,5983E-018	-1,7071E-018	-1,7865E-018	-1,8300E-018	-1,8322E-018	-1,7900E-018	-1,7031E-018	-1,5755E-018	-1,4155E-018	-1,2353E-018	-1,0490E-018	-8,6973E-019	-7,0685E-019	-5,6874E-019	-4,5977E-019	-3,7650E-019	-3,2802E-019	-3,0081E-019	-2,7194E-019	-2,4060E-019	-2,0697E-019	-1,6883E-019	-1,2238E-019	-6,5220E-020	-1,9142E-022	
75,00	0,0000E000	-3,4069E-021	-1,3987E-020	-3,1257E-020	-5,1338E-020	-7,9105E-020	-1,1241E-019	-1,5158E-019	-1,9732E-019	-2,5096E-019	-3,1449E-019	-3,9056E-019	-4,8227E-019	-5,9297E-019	-7,2582E-019	-8,8337E-019	-1,0670E-018	-1,2765E-018	-1,5100E-018	-1,7636E-018	-2,0323E-018	-2,3102E-018	-2,5909E-018	-2,8676E-018	-3,1330E-018	-3,3791E-018	-3,5973E-018	-3,7787E-018	-3,9145E-018	-3,9962E-018	-4,0170E-018	-3,9725E-018	-3,8625E-018	-3,6926E-018	-3,4744E-018	-3,2233E-018	-2,9585E-018	-2,7011E-018	-2,4439E-018	-2,1719E-018	-1,8989E-018	-1,6256E-018	-1,3254E-018	-9,5872E-019	-5,0841E-019	-1,4879E-021	
80,00	0,0000E000	-9,2007E-021	-3,7171E-020	-8,3268E-020	-1,3648E-019	-2,0483E-019	-2,8118E-019	-3,6231E-019	-4,4525E-019	-5,2782E-019	-6,0887E-019	-6,8863E-019	-7,6893E-019	-8,5325E-019	-9,4665E-019	-1,0554E-018	-1,1864E-018	-1,3463E-018	-1,5405E-018	-1,7720E-018	-2,0407E-018	-2,3434E-018	-2,6741E-018	-3,0261E-018	-3,3929E-018	-3,7694E-018	-4,1513E-018	-4,5340E-018	-4,9126E-018	-5,2819E-018	-5,6364E-018	-5,9703E-018	-6,2773E-018	-6,5509E-018	-6,7843E-018	-6,9703E-018	-7,1008E-018	-7,1655E-018	-7,1489E-018	-7,0243E-018	-6,7438E-018	-6,2261E-018	-5,3550E-018	-4,0143E-018	-2,1759E-018	-6,4170E-021	
