S 10 46 20
1
0	0,03490659	0,06981317	0,10471976	0,13962634	0,17453293	0,20943951	0,2443461	0,27925268	0,31415927	0,34906585	0,38397244	0,41887902	0,45378561	0,48869219	0,52359878	0,55850536	0,59341195	0,62831853	0,66322512	0,6981317	0,73303829	0,76794487	0,80285146	0,83775804	0,87266463	0,90757121	0,9424778	0,97738438	1,01229097	1,04719755	1,08210414	1,11701072	1,15191731	1,18682389	1,22173048	1,25663706	1,29154365	1,32645023	1,36135682	1,3962634	1,43116999	1,46607657	1,50098316	1,53588974	1,57079633	
05,00	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	1,5556E-032	6,5447E-032	1,3348E-031	2,3099E-031	3,9799E-031	6,5812E-031	1,0117E-030	1,4817E-030	2,0817E-030	2,8794E-030	3,8684E-030	5,0915E-030	6,5155E-030	8,1297E-030	9,9430E-030	1,1911E-029	1,3950E-029	1,6012E-029	1,8026E-029	1,9931E-029	2,1630E-029	2,3019E-029	2,4074E-029	2,4763E-029	2,4944E-029	TRUE
10,00	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	3,2215E-033	1,2473E-031	5,7412E-031	2,2759E-030	7,7622E-030	2,3015E-029	6,0931E-029	1,4656E-028	3,2444E-028	6,6819E-028	1,2918E-027	2,3613E-027	4,1059E-027	6,8265E-027	1,0899E-026	1,6776E-026	2,4970E-026	3,6044E-026	5,0586E-026	6,9169E-026	9,2318E-026	1,2048E-025	1,5398E-025	1,9294E-025	2,3734E-025	2,8691E-025	3,4114E-025	3,9925E-025	4,6035E-025	5,2325E-025	5,8660E-025	6,4892E-025	7,0867E-025	7,6434E-025	8,1444E-025	8,5758E-025	8,9252E-025	9,1824E-025	9,3399E-025	9,3929E-025	TRUE
15,00	0,0000E000	0,0000E000	9,2248E-033	4,7338E-031	5,8294E-030	4,1960E-029	2,1175E-028	8,2862E-028	2,6777E-027	7,4539E-027	1,8406E-026	4,1164E-026	8,4665E-026	1,6211E-025	2,9191E-025	4,9854E-025	8,1268E-025	1,2704E-024	1,9121E-024	2,7830E-024	3,9332E-024	5,4121E-024	7,2595E-024	9,5058E-024	1,2186E-023	1,5344E-023	1,8997E-023	2,3109E-023	2,7622E-023	3,2510E-023	3,7796E-023	4,3471E-023	4,9429E-023	5,5491E-023	6,1486E-023	6,7317E-023	7,2955E-023	7,8378E-023	8,3529E-023	8,8301E-023	9,2572E-023	9,6220E-023	9,9147E-023	1,0128E-022	1,0258E-022	1,0302E-022	TRUE
20,00	0,0000E000	4,2568E-031	3,2244E-029	4,7071E-028	3,3863E-027	1,6103E-026	5,7913E-026	1,7003E-025	4,2800E-025	9,5592E-025	1,9420E-024	3,6550E-024	6,4567E-024	1,0803E-023	1,7219E-023	2,6262E-023	3,8489E-023	5,4478E-023	7,4898E-023	1,0056E-022	1,3230E-022	1,7064E-022	2,1539E-022	2,6569E-022	3,2061E-022	3,8023E-022	4,4618E-022	5,2074E-022	6,0482E-022	6,9619E-022	7,8925E-022	8,7720E-022	9,5562E-022	1,0251E-021	1,0900E-021	1,1559E-021	1,2267E-021	1,3035E-021	1,3841E-021	1,4644E-021	1,5394E-021	1,6046E-021	1,6569E-021	1,6947E-021	1,7175E-021	1,7251E-021	TRUE
25,00	0,0000E000	1,4466E-028	5,3829E-027	5,2016E-026	2,6728E-025	9,5116E-025	2,6658E-024	6,3267E-024	1,3300E-023	2,5513E-023	4,5558E-023	7,6744E-023	1,2298E-022	1,8845E-022	2,7698E-022	3,9143E-022	5,3333E-022	7,0331E-022	9,0239E-022	1,1339E-021	1,4045E-021	1,7238E-021	2,1005E-021	2,5368E-021	3,0219E-021	3,5298E-021	4,0244E-021	4,4733E-021	4,8610E-021	5,1960E-021	5,5129E-021	5,8678E-021	6,3206E-021	6,9106E-021	7,6417E-021	8,4783E-021	9,3532E-021	1,0193E-020	1,0941E-020	1,1564E-020	1,2053E-020	1,2413E-020	1,2660E-020	1,2816E-020	1,2900E-020	1,2926E-020	TRUE
30,00	0,0000E000	1,4921E-026	2,6513E-025	1,5510E-024	5,7938E-024	1,6746E-023	4,0694E-023	8,6873E-023	1,6733E-022	2,9605E-022	4,8741E-022	7,5417E-022	1,1058E-021	1,5481E-021	2,0839E-021	2,7171E-021	3,4570E-021	4,3231E-021	5,3469E-021	6,5691E-021	8,0297E-021	9,7512E-021	1,1718E-020	1,3859E-020	1,6050E-020	1,8134E-020	1,9957E-020	2,1396E-020	2,2374E-020	2,2890E-020	2,3056E-020	2,3110E-020	2,3373E-020	2,4155E-020	2,5653E-020	2,7919E-020	3,0834E-020	3,4152E-020	3,7612E-020	4,0985E-020	4,4100E-020	4,6833E-020	4,9073E-020	5,0734E-020	5,1754E-020	5,2097E-020	TRUE
35,00	0,0000E000	3,4767E-025	5,3456E-024	2,5764E-023	7,9116E-023	1,8712E-022	3,7505E-022	6,7159E-022	1,1099E-021	1,7302E-021	2,5822E-021	3,7276E-021	5,2391E-021	7,1948E-021	9,6675E-021	1,2707E-020	1,6321E-020	2,0452E-020	2,4972E-020	2,9682E-020	3,4335E-020	3,8673E-020	4,2462E-020	4,5534E-020	4,7831E-020	4,9460E-020	5,0743E-020	5,2231E-020	5,4650E-020	5,8725E-020	6,4926E-020	7,3299E-020	8,3450E-020	9,4721E-020	1,0664E-019	1,1900E-019	1,3155E-019	1,4399E-019	1,5597E-019	1,6705E-019	1,7686E-019	1,8509E-019	1,9153E-019	1,9611E-019	1,9883E-019	1,9974E-019	TRUE
40,00	0,0000E000	3,6480E-024	3,8073E-023	1,7314E-022	5,0395E-022	1,1612E-021	2,2666E-021	3,9281E-021	6,2193E-021	9,1682E-021	1,2753E-020	1,6906E-020	2,1534E-020	2,6541E-020	3,1866E-020	3,7516E-020	4,3605E-020	5,0376E-020	5,8198E-020	6,7545E-020	7,8923E-020	9,2762E-020	1,0929E-019	1,2841E-019	1,4969E-019	1,7242E-019	1,9586E-019	2,1926E-019	2,4186E-019	2,6275E-019	2,8084E-019	2,9489E-019	3,0352E-019	3,0537E-019	2,9948E-019	2,8576E-019	2,6544E-019	2,4081E-019	2,1415E-019	1,8750E-019	1,6333E-019	1,4313E-019	1,2726E-019	1,1581E-019	1,0892E-019	1,0663E-019	TRUE
45,00	0,0000E000	5,0220E-023	2,6432E-022	7,2686E-022	1,7970E-021	3,7645E-021	7,0470E-021	1,2044E-020	1,9138E-020	2,8639E-020	4,0733E-020	5,5442E-020	7,2587E-020	9,1770E-020	1,1238E-019	1,3361E-019	1,5450E-019	1,7404E-019	1,9117E-019	2,0494E-019	2,1462E-019	2,1980E-019	2,2056E-019	2,1761E-019	2,1239E-019	2,0711E-019	2,0457E-019	2,0774E-019	2,1883E-019	2,3840E-019	2,6517E-019	2,9700E-019	3,3116E-019	3,6693E-019	4,0420E-019	4,4281E-019	4,8253E-019	5,2302E-019	5,6371E-019	6,0372E-019	6,4186E-019	6,7659E-019	7,0614E-019	7,2878E-019	7,4301E-019	7,4787E-019	TRUE
50,00	0,0000E000	4,3357E-022	1,8676E-021	3,9438E-021	7,3190E-021	1,2168E-020	1,8896E-020	2,8018E-020	4,0175E-020	5,6103E-020	7,6592E-020	1,0243E-019	1,3431E-019	1,7275E-019	2,1798E-019	2,6986E-019	3,2786E-019	3,9103E-019	4,5803E-019	5,2725E-019	5,9680E-019	6,6457E-019	7,2822E-019	7,8514E-019	8,3250E-019	8,6729E-019	8,8639E-019	8,8668E-019	8,6528E-019	8,2001E-019	7,5024E-019	6,5817E-019	5,5010E-019	4,3510E-019	3,2643E-019	2,3457E-019	1,5774E-019	1,1454E-019	9,7720E-020	8,3017E-020	7,0540E-020	6,1878E-020	5,6750E-020	5,3835E-020	5,2198E-020	5,1644E-020	TRUE
