S 10 46 20
1
0	0,03490659	0,06981317	0,10471976	0,13962634	0,17453293	0,20943951	0,2443461	0,27925268	0,31415927	0,34906585	0,38397244	0,41887902	0,45378561	0,48869219	0,52359878	0,55850536	0,59341195	0,62831853	0,66322512	0,6981317	0,73303829	0,76794487	0,80285146	0,83775804	0,87266463	0,90757121	0,9424778	0,97738438	1,01229097	1,04719755	1,08210414	1,11701072	1,15191731	1,18682389	1,22173048	1,25663706	1,29154365	1,32645023	1,36135682	1,3962634	1,43116999	1,46607657	1,50098316	1,53588974	1,57079633	
05,00	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	TRUE
10,00	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	7,6302E-032	3,1175E-031	8,7777E-031	2,2088E-030	5,0980E-030	1,0990E-029	2,1966E-029	4,1600E-029	7,4876E-029	1,2875E-028	2,1230E-028	3,3688E-028	5,1614E-028	7,6525E-028	1,1011E-027	1,5403E-027	2,0986E-027	2,7896E-027	3,6226E-027	4,6018E-027	5,7243E-027	6,9796E-027	8,3487E-027	9,8050E-027	1,1314E-026	1,2837E-026	1,4328E-026	1,5742E-026	1,7034E-026	1,8159E-026	1,9079E-026	1,9760E-026	2,0180E-026	2,0321E-026	TRUE
15,00	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	2,1286E-031	1,3260E-030	5,9520E-030	2,2549E-029	7,2698E-029	2,0599E-028	5,2368E-028	1,2143E-027	2,6011E-027	5,2002E-027	9,7844E-027	1,7448E-026	2,9660E-026	4,8296E-026	7,5651E-026	1,1441E-025	1,6754E-025	2,3824E-025	3,2976E-025	4,4513E-025	5,8709E-025	7,5791E-025	9,5888E-025	1,1903E-024	1,4517E-024	1,7412E-024	2,0555E-024	2,3898E-024	2,7390E-024	3,0966E-024	3,4552E-024	3,8061E-024	4,1412E-024	4,4520E-024	4,7309E-024	4,9705E-024	5,1641E-024	5,3066E-024	5,3937E-024	5,4230E-024	TRUE
20,00	0,0000E000	0,0000E000	0,0000E000	2,9239E-031	3,9393E-030	3,0928E-029	1,6798E-028	6,9906E-028	2,3848E-027	6,9632E-027	1,7927E-026	4,1588E-026	8,8408E-026	1,7452E-025	3,2320E-025	5,6607E-025	9,4369E-025	1,5060E-024	2,3122E-024	3,4294E-024	4,9278E-024	6,8784E-024	9,3529E-024	1,2423E-023	1,6148E-023	2,0560E-023	2,5670E-023	3,1491E-023	3,8038E-023	4,5284E-023	5,3125E-023	6,1408E-023	7,0015E-023	7,8897E-023	8,7999E-023	9,7180E-023	1,0620E-022	1,1480E-022	1,2276E-022	1,2991E-022	1,3617E-022	1,4146E-022	1,4568E-022	1,4878E-022	1,5066E-022	1,5130E-022	TRUE
25,00	0,0000E000	2,1812E-032	3,8003E-030	7,7351E-029	6,9409E-028	3,8723E-027	1,5841E-026	5,2059E-026	1,4521E-025	3,5607E-025	7,8612E-025	1,5899E-024	2,9859E-024	5,2673E-024	8,8108E-024	1,4080E-023	2,1610E-023	3,1966E-023	4,5711E-023	6,3405E-023	8,5657E-023	1,1313E-022	1,4639E-022	1,8571E-022	2,3090E-022	2,8159E-022	3,3769E-022	3,9955E-022	4,6755E-022	5,4135E-022	6,1954E-022	6,9975E-022	7,7950E-022	8,5727E-022	9,3284E-022	1,0066E-021	1,0789E-021	1,1495E-021	1,2176E-021	1,2813E-021	1,3385E-021	1,3875E-021	1,4266E-021	1,4551E-021	1,4723E-021	1,4780E-021	TRUE
30,00	0,0000E000	5,9090E-030	3,8417E-028	4,8511E-027	3,0931E-026	1,3412E-025	4,5051E-025	1,2565E-024	3,0361E-024	6,5421E-024	1,2843E-023	2,3364E-023	3,9926E-023	6,4802E-023	1,0071E-022	1,5071E-022	2,1784E-022	3,0468E-022	4,1312E-022	5,4455E-022	7,0078E-022	8,8478E-022	1,1006E-021	1,3513E-021	1,6363E-021	1,9493E-021	2,2796E-021	2,6164E-021	2,9555E-021	3,3023E-021	3,6673E-021	4,0594E-021	4,4817E-021	4,9283E-021	5,3820E-021	5,8180E-021	6,2135E-021	6,5557E-021	6,8429E-021	7,0790E-021	7,2691E-021	7,4179E-021	7,5297E-021	7,6074E-021	7,6533E-021	7,6684E-021	TRUE
35,00	0,0000E000	3,1367E-028	1,2043E-026	1,1794E-025	6,1130E-025	2,1926E-024	6,1954E-024	1,4831E-023	3,1455E-023	6,0857E-023	1,0950E-022	1,8559E-022	2,9872E-022	4,5901E-022	6,7584E-022	9,5661E-022	1,3064E-021	1,7293E-021	2,2312E-021	2,8227E-021	3,5199E-021	4,3403E-021	5,2947E-021	6,3761E-021	7,5527E-021	8,7697E-021	9,9650E-021	1,1096E-020	1,2161E-020	1,3202E-020	1,4287E-020	1,5488E-020	1,6861E-020	1,8433E-020	2,0174E-020	2,1990E-020	2,3745E-020	2,5316E-020	2,6632E-020	2,7682E-020	2,8487E-020	2,9081E-020	2,9500E-020	2,9775E-020	2,9931E-020	2,9981E-020	TRUE
40,00	0,0000E000	1,0006E-026	2,0637E-025	1,4117E-024	5,9838E-024	1,8938E-023	4,8925E-023	1,0865E-022	2,1452E-022	3,8555E-022	6,4202E-022	1,0046E-021	1,4945E-021	2,1356E-021	2,9570E-021	3,9951E-021	5,2923E-021	6,8906E-021	8,8190E-021	1,1078E-020	1,3623E-020	1,6365E-020	1,9181E-020	2,1954E-020	2,4609E-020	2,7153E-020	2,9689E-020	3,2403E-020	3,5528E-020	3,9277E-020	4,3779E-020	4,9024E-020	5,4791E-020	6,0655E-020	6,6135E-020	7,0889E-020	7,4734E-020	7,7624E-020	7,9627E-020	8,0887E-020	8,1579E-020	8,1872E-020	8,1917E-020	8,1846E-020	8,1758E-020	8,1721E-020	TRUE
45,00	0,0000E000	1,5530E-025	2,4758E-024	1,3089E-023	4,3760E-023	1,1430E-022	2,5515E-022	5,0986E-022	9,3629E-022	1,6052E-021	2,5951E-021	3,9834E-021	5,8333E-021	8,1810E-021	1,1026E-020	1,4329E-020	1,8023E-020	2,2041E-020	2,6344E-020	3,0960E-020	3,6007E-020	4,1695E-020	4,8301E-020	5,6104E-020	6,5278E-020	7,5794E-020	8,7338E-020	9,9307E-020	1,1090E-019	1,2131E-019	1,2988E-019	1,3607E-019	1,3958E-019	1,4043E-019	1,3899E-019	1,3581E-019	1,3146E-019	1,2647E-019	1,2143E-019	1,1686E-019	1,1318E-019	1,1055E-019	1,0890E-019	1,0800E-019	1,0760E-019	1,0749E-019	TRUE
